venue_id,pickup_point_id,label,suburb,street,latitude,longitude,candidate_pickup_point,source_dataset,official_event_role,nearby_road_count,nearby_major_road_count,nearby_crossing_count,nearby_signal_count,access_complexity_score,distance_to_venue_km,complexity_band,walk_band,safety_score,accessibility_score,driver_access_score,base_congestion_score,notes
queensland_tennis_centre,qtc_osm_011_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 011 | YEERONGPILLY,Yeerongpilly,Unnamed Service Road,-27.526891,153.009083,1,osm_qtc_road_candidates,raw_road_candidate,155,57,7,0,426,0.24,Very High,under-250m,79.0,69.5,94.4,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_012_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 012 | TENNYSON,Tennyson,Unnamed Service Road,-27.527577,153.008402,1,osm_qtc_road_candidates,raw_road_candidate,92,62,0,0,423,0.258,Very High,250m-500m,86.0,74.9,94.4,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_013_softstone_street,SOFTSTONE STREET QTC CANDIDATE 013 | TENNYSON,Tennyson,Softstone Street,-27.524703,153.004517,1,osm_qtc_road_candidates,raw_road_candidate,204,80,8,4,575,0.28,Very High,250m-500m,68.0,78.2,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_014_curzon_street,CURZON STREET QTC CANDIDATE 014 | TENNYSON,Tennyson,Curzon Street,-27.527466,153.005010,1,osm_qtc_road_candidates,raw_road_candidate,147,80,3,4,555,0.306,Very High,250m-500m,73.0,81.9,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: unclassified. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_015_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 015 | YEERONGPILLY,Yeerongpilly,Unnamed Service Road,-27.523724,153.009579,1,osm_qtc_road_candidates,raw_road_candidate,259,0,24,5,269,0.308,Very High,250m-500m,49.5,55.1,59.0,61.0,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_016_godiva_avenue,GODIVA AVENUE QTC CANDIDATE 016 | YEERONGPILLY,Yeerongpilly,Godiva Avenue,-27.525159,153.010393,1,osm_qtc_road_candidates,raw_road_candidate,341,77,29,4,644,0.317,Very High,250m-500m,47.0,61.0,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_017_myla_terrace,MYLA TERRACE QTC CANDIDATE 017 | TENNYSON,Tennyson,Myla Terrace,-27.525663,153.003589,1,osm_qtc_road_candidates,raw_road_candidate,286,83,12,4,606,0.357,Very High,250m-500m,64.0,74.1,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_018_varley_street,VARLEY STREET QTC CANDIDATE 018 | YEERONGPILLY,Yeerongpilly,Varley Street,-27.526871,153.010636,1,osm_qtc_road_candidates,raw_road_candidate,252,141,21,0,884,0.371,Very High,250m-500m,65.0,66.8,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_019_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 019 | TENNYSON,Tennyson,Unnamed Service Road,-27.527888,153.004210,1,osm_qtc_road_candidates,raw_road_candidate,148,38,2,4,359,0.396,Very High,250m-500m,74.0,71.7,87.2,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_020_king_arthur_terrace,KING ARTHUR TERRACE QTC CANDIDATE 020 | TENNYSON,Tennyson,King Arthur Terrace,-27.524790,153.003219,1,osm_qtc_road_candidates,raw_road_candidate,224,80,11,1,551,0.401,Very High,250m-500m,72.5,74.4,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_021_curzon_street,CURZON STREET QTC CANDIDATE 021 | TENNYSON,Tennyson,Curzon Street,-27.528711,153.004783,1,osm_qtc_road_candidates,raw_road_candidate,96,32,0,0,255,0.428,Very High,250m-500m,86.0,82.9,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: unclassified. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_022_bedivere_street,BEDIVERE STREET QTC CANDIDATE 022 | YEERONGPILLY,Yeerongpilly,Bedivere Street,-27.523330,153.010783,1,osm_qtc_road_candidates,raw_road_candidate,332,30,35,7,469,0.429,Very High,250m-500m,45,54.9,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_023_godiva_avenue,GODIVA AVENUE QTC CANDIDATE 023 | YEERONGPILLY,Yeerongpilly,Godiva Avenue,-27.525347,153.011706,1,osm_qtc_road_candidates,raw_road_candidate,284,138,35,7,1009,0.445,Very High,250m-500m,45,54.7,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_024_lofter_street,LOFTER STREET QTC CANDIDATE 024 | TENNYSON,Tennyson,Lofter Street,-27.527164,153.002993,1,osm_qtc_road_candidates,raw_road_candidate,177,77,4,1,508,0.454,Very High,250m-500m,79.5,79.4,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: unclassified. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_025_queens_way,QUEENS WAY QTC CANDIDATE 025 | YEERONGPILLY,Yeerongpilly,Queens Way,-27.524551,153.011899,1,osm_qtc_road_candidates,raw_road_candidate,318,132,39,9,1019,0.475,Very High,250m-500m,45,51.1,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_026_varley_street,VARLEY STREET QTC CANDIDATE 026 | TENNYSON,Tennyson,Varley Street,-27.527723,153.011549,1,osm_qtc_road_candidates,raw_road_candidate,274,169,16,0,1004,0.494,Very High,250m-500m,70.0,69.3,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_027_lancelot_street,LANCELOT STREET QTC CANDIDATE 027 | TENNYSON,Tennyson,Lancelot Street,-27.526101,153.002216,1,osm_qtc_road_candidates,raw_road_candidate,177,77,9,0,516,0.496,Very High,250m-500m,77.0,74.8,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_028_king_arthur_terrace,KING ARTHUR TERRACE QTC CANDIDATE 028 | YEERONGPILLY,Yeerongpilly,King Arthur Terrace,-27.523461,153.011745,1,osm_qtc_road_candidates,raw_road_candidate,350,90,36,10,809,0.503,Very High,500m-1km,45,53.2,94.4,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_029_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 029 | TENNYSON,Tennyson,Unnamed Service Road,-27.527032,153.002079,1,osm_qtc_road_candidates,raw_road_candidate,140,51,4,0,384,0.532,Very High,500m-1km,82.0,68.4,94.4,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_030_pulle_street,PULLE STREET QTC CANDIDATE 030 | TENNYSON,Tennyson,Pulle Street,-27.529100,153.010813,1,osm_qtc_road_candidates,raw_road_candidate,247,149,18,4,960,0.534,Very High,500m-1km,58.0,67.2,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: unclassified. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_031_king_arthur_terrace,KING ARTHUR TERRACE QTC CANDIDATE 031 | TENNYSON,Tennyson,King Arthur Terrace,-27.524541,153.001873,1,osm_qtc_road_candidates,raw_road_candidate,112,62,9,0,441,0.537,Very High,500m-1km,77.0,74.4,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_032_allawah_street,ALLAWAH STREET QTC CANDIDATE 032 | TENNYSON,Tennyson,Allawah Street,-27.529902,153.010305,1,osm_qtc_road_candidates,raw_road_candidate,160,101,10,4,688,0.576,Very High,500m-1km,66.0,73.1,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_033_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 033 | YEERONGPILLY,Yeerongpilly,Unnamed Service Road,-27.524289,153.012910,1,osm_qtc_road_candidates,raw_road_candidate,346,159,37,10,1176,0.579,Very High,500m-1km,45,42,76.4,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_034_mooney_street,MOONEY STREET QTC CANDIDATE 034 | YEERONGPILLY,Yeerongpilly,Mooney Street,-27.522819,153.012315,1,osm_qtc_road_candidates,raw_road_candidate,316,113,30,10,900,0.587,Very High,500m-1km,45,57.0,94.4,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_035_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 035 | TENNYSON,Tennyson,Unnamed Service Road,-27.529850,153.003792,1,osm_qtc_road_candidates,raw_road_candidate,112,0,0,0,113,0.587,Medium,500m-1km,86.0,71.0,68.0,76.0,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_036_paragon_street,PARAGON STREET QTC CANDIDATE 036 | YEERONGPILLY,Yeerongpilly,Paragon Street,-27.521981,153.011707,1,osm_qtc_road_candidates,raw_road_candidate,223,90,22,7,717,0.593,Very High,500m-1km,46.5,63.3,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_037_fairfield_road,FAIRFIELD ROAD QTC CANDIDATE 037 | YEERONGPILLY,Yeerongpilly,Fairfield Road,-27.526187,153.013214,1,osm_qtc_road_candidates,raw_road_candidate,251,158,20,0,965,0.597,Very High,500m-1km,66.0,64.8,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_038_curzon_street,CURZON STREET QTC CANDIDATE 038 | TENNYSON,Tennyson,Curzon Street,-27.530444,153.004434,1,osm_qtc_road_candidates,raw_road_candidate,101,0,0,0,95,0.612,Low,500m-1km,86.0,80.7,86.0,76.0,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: unclassified. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_039_fairfield_road,FAIRFIELD ROAD QTC CANDIDATE 039 | TENNYSON,Tennyson,Fairfield Road,-27.527258,153.013097,1,osm_qtc_road_candidates,raw_road_candidate,278,177,18,0,1052,0.613,Very High,500m-1km,68.0,66.2,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_040_lancelot_street,LANCELOT STREET QTC CANDIDATE 040 | TENNYSON,Tennyson,Lancelot Street,-27.526059,153.000978,1,osm_qtc_road_candidates,raw_road_candidate,155,24,9,0,251,0.617,Very High,500m-1km,77.0,73.4,96,42.4,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_041_fig_tree_street,FIG TREE STREET QTC CANDIDATE 041 | YEERONGPILLY,Yeerongpilly,Fig Tree Street,-27.523427,153.013079,1,osm_qtc_road_candidates,raw_road_candidate,367,138,37,11,1065,0.624,Very High,500m-1km,45,50.9,92.6,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_042_fairfield_road,FAIRFIELD ROAD QTC CANDIDATE 042 | YEERONGPILLY,Yeerongpilly,Fairfield Road,-27.524895,153.013612,1,osm_qtc_road_candidates,raw_road_candidate,288,158,31,7,1093,0.636,Very High,500m-1km,45,55.6,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_043_fairfield_road,FAIRFIELD ROAD QTC CANDIDATE 043 | TENNYSON,Tennyson,Fairfield Road,-27.528554,153.012714,1,osm_qtc_road_candidates,raw_road_candidate,345,171,20,4,1078,0.64,Very High,500m-1km,56.0,64.3,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_044_moolabin_crescent,MOOLABIN CRESCENT QTC CANDIDATE 044 | TENNYSON,Tennyson,Moolabin Crescent,-27.529991,153.011553,1,osm_qtc_road_candidates,raw_road_candidate,208,127,13,4,830,0.657,Very High,500m-1km,63.0,69.7,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_045_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 045 | TENNYSON,Tennyson,Unnamed Service Road,-27.527535,153.000881,1,osm_qtc_road_candidates,raw_road_candidate,121,10,4,0,179,0.662,High,500m-1km,82.0,66.9,90.0,62.0,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_046_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 046 | YEERONGPILLY,Yeerongpilly,Unnamed Service Road,-27.521086,153.011803,1,osm_qtc_road_candidates,raw_road_candidate,130,62,7,1,463,0.67,Very High,500m-1km,76.5,64.4,92.6,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_047_king_arthur_terrace,KING ARTHUR TERRACE QTC CANDIDATE 047 | TENNYSON,Tennyson,King Arthur Terrace,-27.524509,153.000471,1,osm_qtc_road_candidates,raw_road_candidate,79,24,8,0,247,0.673,Very High,500m-1km,78.0,73.5,96,42.4,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: secondary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_048_paragon_street,PARAGON STREET QTC CANDIDATE 048 | YEERONGPILLY,Yeerongpilly,Paragon Street,-27.522204,153.012947,1,osm_qtc_road_candidates,raw_road_candidate,318,126,31,11,981,0.676,Very High,500m-1km,45,55.1,92.6,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_049_livingstone_street,LIVINGSTONE STREET QTC CANDIDATE 049 | YEERONGPILLY,Yeerongpilly,Livingstone Street,-27.525904,153.014149,1,osm_qtc_road_candidates,raw_road_candidate,209,157,16,1,956,0.686,Very High,500m-1km,67.5,67.0,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_050_allawah_street,ALLAWAH STREET QTC CANDIDATE 050 | TENNYSON,Tennyson,Allawah Street,-27.531148,153.010092,1,osm_qtc_road_candidates,raw_road_candidate,67,73,4,2,500,0.688,Very High,500m-1km,77.0,76.5,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_051_king_arthur_terrace,KING ARTHUR TERRACE QTC CANDIDATE 051 | YEERONGPILLY,Yeerongpilly,King Arthur Terrace,-27.523723,153.014021,1,osm_qtc_road_candidates,raw_road_candidate,324,141,36,10,1064,0.701,Very High,500m-1km,45,50.8,94.4,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_052_wilkie_street,WILKIE STREET QTC CANDIDATE 052 | TENNYSON,Tennyson,Wilkie Street,-27.528032,153.013751,1,osm_qtc_road_candidates,raw_road_candidate,250,178,15,0,1045,0.704,Very High,500m-1km,71.0,67.6,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: tertiary. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_053_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 053 | TENNYSON,Tennyson,Unnamed Service Road,-27.530522,153.002721,1,osm_qtc_road_candidates,raw_road_candidate,105,0,0,0,113,0.711,Medium,500m-1km,86.0,69.5,68.0,76.0,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_054_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 054 | TENNYSON,Tennyson,Unnamed Service Road,-27.529584,153.013008,1,osm_qtc_road_candidates,raw_road_candidate,285,150,15,4,971,0.73,Very High,500m-1km,61.0,57.2,87.2,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_055_unnamed_service_road,UNNAMED SERVICE ROAD QTC CANDIDATE 055 | TENNYSON,Tennyson,Unnamed Service Road,-27.527236,153.014437,1,osm_qtc_road_candidates,raw_road_candidate,217,145,12,0,886,0.739,Very High,500m-1km,74.0,59.5,94.4,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: service. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_056_curzon_street,CURZON STREET QTC CANDIDATE 056 | TENNYSON,Tennyson,Curzon Street,-27.531305,153.003404,1,osm_qtc_road_candidates,raw_road_candidate,104,0,0,0,95,0.745,Low,500m-1km,86.0,79.1,86.0,76.0,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: unclassified. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_057_cook_street,COOK STREET QTC CANDIDATE 057 | YEERONGPILLY,Yeerongpilly,Cook Street,-27.520795,153.012707,1,osm_qtc_road_candidates,raw_road_candidate,174,108,10,3,711,0.755,Very High,500m-1km,68.5,70.9,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_058_lancelot_street,LANCELOT STREET QTC CANDIDATE 058 | TENNYSON,Tennyson,Lancelot Street,-27.526405,152.999568,1,osm_qtc_road_candidates,raw_road_candidate,108,16,8,0,207,0.759,High,500m-1km,78.0,72.5,96,53.6,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
queensland_tennis_centre,qtc_osm_059_green_street,GREEN STREET QTC CANDIDATE 059 | YEERONGPILLY,Yeerongpilly,Green Street,-27.525176,153.014893,1,osm_qtc_road_candidates,raw_road_candidate,188,161,14,3,992,0.759,Very High,500m-1km,64.5,67.7,96,35,Generated from OpenStreetMap road geometry within 2 km of Queensland Tennis Centre. Road class: residential. Requires final human review before becoming a preferred pickup.
